headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Portuguese,Atos dos Apóstolos,Proper noun, m pl, Acts of the Apostles , (biblical) Acts of the Apostles (the name of the book of Acts in the Bible),"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">biblical</span><span class=""ib-brac"" id=""mwBw"">)</span> <span class=""Latn"" id=""mwCA"" lang=""en""><a href=""Acts_of_the_Apostles.html"" title=""Acts of the Apostles"">Acts of the Apostles</a></span> <span class=""gloss-brac"" id=""mwCQ"">(</span><span class=""gloss-content"">the name of the book of Acts in the Bible</span><span class=""gloss-brac"" id=""mwCg"">)</span></li>"
Portuguese,Augsburgo,Etymology,,Borrowing from German Augsburg.,Borrowing from German Augsburg.,"<p id=""mwAg"">Borrowing<span> from </span><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/German%20language"" title=""w:German language"">German</a></span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Augsburg.html"" title=""Augsburg"">Augsburg</a></i>.</p>"
Portuguese,Augsburgo,Proper noun, f,Augsburg ," Augsburg (a city in Bavaria, Germany)","<li id=""mwCQ""> <span class=""Latn"" id=""mwCg"" lang=""en""><a href=""Augsburg.html"" title=""Augsburg"">Augsburg</a></span><span> (a city in </span><span class=""Latn"" lang=""en""><a href=""Bavaria.html"" title=""Bavaria"">Bavaria</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Germany.html"" title=""Germany"">Germany</a></span><span>)</span></li>"
Portuguese,Augusto Pestana,Proper noun,,Augusto Pestana ," Augusto Pestana (municipality in the state of Rio Grande do Sul, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Augusto Pestana"">Augusto Pestana</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Rio Grande do Sul, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Augusto de Lima,Proper noun,,Augusto de Lima ," Augusto de Lima (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Augusto de Lima"">Augusto de Lima</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Aurelino Leal,Proper noun,,Aurelino Leal ," Aurelino Leal (municipality in the state of Bahia, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Aurelino Leal"">Aurelino Leal</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Bahia, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Auriflama,Proper noun,,Auriflama ," Auriflama (municipality in the state of São Paulo, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Auriflama"">Auriflama</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of São Paulo, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Australásia,Proper noun, f, Australasia ," (geography) Australasia (Australia, New Zealand, New Guinea and neighbouring islands)","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">geography</span><span class=""ib-brac"" id=""mwCA"">)</span> <span class=""Latn"" id=""mwCQ"" lang=""en""><a href=""Australasia.html"" title=""Australasia"">Australasia</a></span> <span class=""gloss-brac"" id=""mwCg"">(</span><span class=""gloss-content"">Australia, New Zealand, New Guinea and neighbouring islands</span><span class=""gloss-brac"" id=""mwCw"">)</span></li>"
Portuguese,Austrália Meridional,Proper noun, f,South Australia , South Australia (a state of Australia),"<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en""><a href=""South_Australia.html"" title=""South Australia"">South Australia</a></span><span> (a state of </span><span class=""Latn"" lang=""en""><a href=""Australia.html"" title=""Australia"">Australia</a></span><span>)</span></li>"
Portuguese,Austrália Meridional,Synonyms,,Austrália do Sul, Austrália do Sul,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""pt""><a href=""Austr%C3%A1lia_do_Sul.html"" title=""Austrália do Sul"">Austrália do Sul</a></span></li>"
Portuguese,Austrália Ocidental,Proper noun, f,Western Australia , Western Australia (a state of Australia),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Western_Australia.html"" title=""Western Australia"">Western Australia</a></span><span> (a state of </span><span class=""Latn"" lang=""en""><a href=""Australia.html"" title=""Australia"">Australia</a></span><span>)</span></li>"
Portuguese,Austrália do Sul,Proper noun, f,South Australia , South Australia (a state of Australia),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""South_Australia.html"" title=""South Australia"">South Australia</a></span><span> (a state of </span><span class=""Latn"" lang=""en""><a href=""Australia.html"" title=""Australia"">Australia</a></span><span>)</span></li>"
Portuguese,Austrália do Sul,Synonyms,,Austrália Meridional, Austrália Meridional,"<li id=""mwCQ""> <span class=""Latn"" id=""mwCg"" lang=""pt""><a href=""Austr%C3%A1lia_Meridional.html"" title=""Austrália Meridional"">Austrália Meridional</a></span></li>"
Portuguese,Avalom,Proper noun, f, Alternative spelling of Avalon, (uncommon) Alternative spelling of Avalon,"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">uncommon</span><span class=""ib-brac"" id=""mwBw"">)</span> <span class=""form-of-definition"" id=""mwCA"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Avalon.html"" title=""Avalon"">Avalon</a></i></span></span></li>"
Portuguese,Avalão,Proper noun, f,Rare form of Avalon., Rare form of Avalon.,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">Rare form of <i class=""Latn mention"" lang=""pt""><a href=""Avalon.html"" title=""Avalon"">Avalon</a></i></span><span>.</span></li>"
Portuguese,Avanhandava,Proper noun,,Avanhandava ," Avanhandava (municipality in the state of São Paulo, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Avanhandava"">Avanhandava</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of São Paulo, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Avaré,Proper noun,,Avaré ," Avaré (municipality in the state of São Paulo, Brazil)","<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en""><a href=""Avar%C3%A9.html"" title=""Avaré"">Avaré</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of São Paulo, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Avaí,Proper noun,,Avaí ," Avaí (municipality in the state of São Paulo, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Ava%C3%AD.html"" title=""Avaí"">Avaí</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of São Paulo, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Ave do Paraíso,Proper noun, f, Apus , (astronomy) Apus (a constellation of the southern sky),"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content""><a href=""astronomy.html"" title=""astronomy"">astronomy</a></span><span class=""ib-brac"" id=""mwCA"">)</span> <span class=""Latn"" id=""mwCQ"" lang=""en""><a href=""Apus.html"" title=""Apus"">Apus</a></span> <span class=""gloss-brac"" id=""mwCg"">(</span><span class=""gloss-content"">a constellation of the southern sky</span><span class=""gloss-brac"" id=""mwCw"">)</span></li>"
Portuguese,Aveiro,Etymology,,From Latin Alavario.,From Latin Alavario.,"<p id=""mwAQ"">From <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBA"" lang=""la"">Alavario</i>.</p>"
Portuguese,Aveiro,Pronunciation,," IPA: /a.ˈvej.ɾu/,  Audio "," (Portugal) IPA(key): /a.ˈvej.ɾu/,  Audio (Portugal)(file)","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/European%20Portuguese"" title=""w:European Portuguese"">Portugal</a></span></span><span class=""ib-brac"" id=""mwCA""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/a.ˈvej.ɾu/</span></li>, <li id=""mwCw""> <table class=""audiotable"" id=""mwDA"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Portugal)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Portuguese,Aveiro,Proper noun,,Aveiro , Aveiro (a district in northern Portugal),"<li id=""mwEg""> <span class=""Latn"" id=""mwEw"" lang=""en""><a href="""" title=""Aveiro"">Aveiro</a></span><span> (a district in northern </span><span class=""Latn"" lang=""en""><a href=""Portugal.html"" title=""Portugal"">Portugal</a></span><span>)</span></li>"
Portuguese,Aveiro,Proper noun,,Aveiro ," Aveiro (a city and municipality in Aveiro, Portugal)","<li id=""mwFQ""> <span class=""Latn"" id=""mwFg"" lang=""en""><a href="""" title=""Aveiro"">Aveiro</a></span><span> (a city and municipality in </span><span class=""Latn"" lang=""en""><a href="""" title=""Aveiro"">Aveiro</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Portugal.html"" title=""Portugal"">Portugal</a></span><span>)</span></li>"
Portuguese,Aveiro,Related terms,,aveirense, aveirense,"<li id=""mwGQ""> <span class=""Latn"" id=""mwGg"" lang=""pt"">aveirense</span></li>"
Portuguese,Avinhão,Alternative forms,,Avignon, Avignon,"<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""pt""><a href=""Avignon.html"" title=""Avignon"">Avignon</a></span></li>"
Portuguese,Avinhão,Etymology,,"Borrowing from French Avignon, Occitan Avinhon.","Borrowing from French Avignon, Occitan Avinhon.","<p id=""mwBA"">Borrowing<span> from </span><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/French%20language"" title=""w:French language"">French</a></span><span> </span><i class=""Latn mention"" lang=""fr""><a href=""Avignon.html"" title=""Avignon"">Avignon</a></i>, <span class=""etyl"" id=""mwBw""><a class=""external"" href=""https://en.wikipedia.org/wiki/Occitan%20language"" title=""w:Occitan language"">Occitan</a></span><span> </span><i class=""Latn mention"" lang=""oc"">Avinhon</i>.</p>"
Portuguese,Avinhão,Proper noun, f,Avignon ," Avignon (a city in Vaucluse, France)","<li id=""mwDQ""> <span class=""Latn"" id=""mwDg"" lang=""en""><a href=""Avignon.html"" title=""Avignon"">Avignon</a></span><span> (a city in </span><span class=""Latn"" lang=""en""><a href=""Vaucluse.html"" title=""Vaucluse"">Vaucluse</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""France.html"" title=""France"">France</a></span><span>)</span></li>"
Portuguese,Azambuja,Pronunciation,," IPA: /ɐzɐ̃ˈbuʒɐ/,  Audio "," (Portugal) IPA(key): /ɐzɐ̃ˈbuʒɐ/,  Audio (Portugal)(file)","<li id=""mwAg""> <span class=""ib-brac"" id=""mwAw""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/European%20Portuguese"" title=""w:European Portuguese"">Portugal</a></span></span><span class=""ib-brac"" id=""mwBA""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ɐzɐ̃ˈbuʒɐ/</span></li>, <li id=""mwBw""> <table class=""audiotable"" id=""mwCA"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Portugal)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Portuguese,Azambuja,Proper noun, f,"A village and municipality in Lisboa district, Portugal."," A village and municipality in Lisboa district, Portugal.","<li id=""mwDg""> <span id=""mwDw"">A village and municipality in </span><span class=""Latn"" lang=""en"">Lisboa district</span><span>, </span><span class=""Latn"" lang=""en""><a href=""Portugal.html"" title=""Portugal"">Portugal</a></span><span>.</span></li>"
Portuguese,Azambuja,Related terms,,azambujense, azambujense,"<li id=""mwEg""> <span class=""Latn"" id=""mwEw"" lang=""pt"">azambujense</span></li>"
Portuguese,Azerbaijão,Pronunciation,," IPA: /ɐ.zɨɾ.βɐj.ˈʒɐ̃w̃/,  Hyphenation: A‧zer‧bai‧jão"," (Portugal) IPA(key): /ɐ.zɨɾ.βɐj.ˈʒɐ̃w̃/,  Hyphenation: A‧zer‧bai‧jão","<li id=""mwCQ""> <span class=""ib-brac"" id=""mwCg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/European%20Portuguese"" title=""w:European Portuguese"">Portugal</a></span></span><span class=""ib-brac"" id=""mwCw""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ɐ.zɨɾ.βɐj.ˈʒɐ̃w̃/</span></li>, <li id=""mwDg""> <span id=""mwDw"">Hyphenation: </span><span class=""Latn"" lang=""pt"">A‧zer‧bai‧jão</span></li>"
Portuguese,Azerbaijão,Proper noun, m,Azerbaijan ," Azerbaijan (a country in the Caucasus, Asia, Asia)","<li id=""mwFQ""> <span class=""Latn"" id=""mwFg"" lang=""en""><a href=""Azerbaijan.html"" title=""Azerbaijan"">Azerbaijan</a></span><span> (a country in the </span><span class=""Latn"" lang=""en""><a href=""Caucasus.html"" title=""Caucasus"">Caucasus</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Asia.html"" title=""Asia"">Asia</a></span><span>, Asia)</span></li>"
Portuguese,Azerbaijão,Related terms,,"azerbaijano,  azeri"," azerbaijano,  azeri","<li id=""mwGQ""> <span class=""Latn"" id=""mwGg"" lang=""pt""><a href=""azerbaijano.html"" title=""azerbaijano"">azerbaijano</a></span></li>, <li id=""mwGw""> <span class=""Latn"" id=""mwHA"" lang=""pt""><a href=""azeri.html"" title=""azeri"">azeri</a></span></li>"
Portuguese,Azevedo,Etymology,,"From Old Portuguese *azevedo ‎, from Old Portuguese *azevo ‎. Compare Spanish Acevedo.","From Old Portuguese *azevedo ‎(“a place with an abundance of hollies”), from Old Portuguese *azevo ‎(“holly”). Compare Spanish Acevedo.","<p id=""mwAQ"">From <span class=""etyl"" id=""mwAg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Old%20Portuguese%20language"" title=""w:Old Portuguese language"">Old Portuguese</a></span><span> </span><i class=""Latn mention"" lang=""roa-opt"">*azevedo</i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">a place with an abundance of hollies</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"">)</span>, from <span class=""etyl"" id=""mwBA""><a class=""external"" href=""https://en.wikipedia.org/wiki/Old%20Portuguese%20language"" title=""w:Old Portuguese language"">Old Portuguese</a></span><span> </span><i class=""Latn mention"" lang=""roa-opt"">*azevo</i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">holly</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"">)</span>. Compare Spanish <i class=""Latn mention"" id=""mwBg"" lang=""es""><a href=""Acevedo.html"" title=""Acevedo"">Acevedo</a></i>.</p>"
Portuguese,Azevedo,Pronunciation,," IPA: /ɐ.zɨ.ˈve.ðu/,  Hyphenation: A‧ze‧ve‧do"," (Portugal) IPA(key): /ɐ.zɨ.ˈve.ðu/,  Hyphenation: A‧ze‧ve‧do","<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/European%20Portuguese"" title=""w:European Portuguese"">Portugal</a></span></span><span class=""ib-brac"" id=""mwCg""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ɐ.zɨ.ˈve.ðu/</span></li>, <li id=""mwDQ""> <span id=""mwDg"">Hyphenation: </span><span class=""Latn"" lang=""pt"">A‧ze‧ve‧do</span></li>"
Portuguese,Azevedo,Proper noun, m f,A  surname​., A  surname​.,"<li id=""mwFA""> <span class=""use-with-mention"" id=""mwFQ"">A  <a href=""surname.html"" title=""surname"">surname</a><span>​</span>.</span></li>"
